"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
4128,"CUNY Brooklyn College, Speech Language Pathology","NA","2025-03-24","https://www.thegradcafe.com/result/981903","Accepted on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4129,"University of Colorado at Denver, Statistics","NA","2025-03-24","https://www.thegradcafe.com/result/981902","Accepted on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4130,"University of Toronto, Social Work","Domestic student. I checked Acorn randomly today and I saw an update about an outstanding tuition deposit. I'm so pleased! I got into the 2-year MSW, Social Justice and Diversity stream.","2025-03-24","https://www.thegradcafe.com/result/981901","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4131,"University of California, Electrical Engineering and Computer Sciences","Several internships in tech r&d, but no publications","2025-03-24","https://www.thegradcafe.com/result/981900","Rejected on 20 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4132,"University of New Hampshire, English","1a/1w/2p","2025-03-24","https://www.thegradcafe.com/result/981899","Accepted on 21 Mar","Fall 2025","American","3.72",NULL,NULL,NULL,"PhD"
4133,"Clemson University, Computer Engineering","$20k/yr TA stipend and scholarship, out-of-state tuition waived to $900/semester. Was in the undergrad ECE program here, good existing relationships with professors in the department.","2025-03-24","https://www.thegradcafe.com/result/981898","Accepted on 15 Mar","Fall 2025","American","4",NULL,NULL,NULL,"Masters"
4134,"Delft University of Technology, Data Science","NA","2025-03-24","https://www.thegradcafe.com/result/981897","Accepted on 17 Mar","Fall 2025","International","3.93","167","153","4","Masters"
4135,"University of Washington, Speech Language Pathology","I declined the offer and will be attending WWU.","2025-03-24","https://www.thegradcafe.com/result/981896","Accepted on 6 Mar","Fall 2025","American","2.99",NULL,NULL,NULL,"Masters"
4136,"University of California (UCLA), Political Science","No email notification. Rejection after being waitlisted.","2025-03-24","https://www.thegradcafe.com/result/981895","Rejected on 22 Mar","Fall 2025","International","3.66","329","161","4","PhD"
4137,"Western Washington University, Speech Language Pathology","NA","2025-03-24","https://www.thegradcafe.com/result/981894","Accepted on 5 Mar","Fall 2025","American","2.99",NULL,NULL,NULL,"Masters"
4138,"Rutgers University, Political Science","GPA is Master's. invited to apply to Master's program.","2025-03-24","https://www.thegradcafe.com/result/981893","Rejected on 24 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4139,"University of Illinois Urbana-Champaign, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981892","Rejected on 27 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4140,"Stanford University, Earth System Science","got an email to check my portal.","2025-03-24","https://www.thegradcafe.com/result/981891","Rejected on 17 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4141,"Penn State University, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981890","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4142,"Université Panthéon-Sorbonne (Paris I), Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981889","Accepted on 21 Mar","Fall 2025","American","3.8","157","154","4","Masters"
4143,"Bocconi University, Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981888","Rejected on 12 Mar","Fall 2025","American","3.8","157","154","4","Masters"
4144,"Georgetown University, Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981887","Accepted on 12 Mar","Fall 2025","American","3.8","157","154","4","Masters"
4145,"Stockholm School of Economics, Economics","NA","2025-03-24","https://www.thegradcafe.com/result/981886","Rejected on 14 Mar","Fall 2025","American","3.8","157","154","4","Masters"
4146,"The University of Texas at Austin, Electrical And Computer Engineering","EPQS Track","2025-03-24","https://www.thegradcafe.com/result/981885","Accepted on 24 Mar","Fall 2025","International","3.64",NULL,NULL,NULL,"Masters"
4147,"University of Virginia, Chemistry","Majored in chemistry and math, 1 year research experience","2025-03-24","https://www.thegradcafe.com/result/981884","Rejected on 24 Mar","Fall 2025","American","3.94",NULL,NULL,NULL,"PhD"
4148,"Wake Forest University, Clinical Mental Health Counseling (in person)","A professor emailed to schedule my call. The news was delivered over the phone.","2025-03-24","https://www.thegradcafe.com/result/981883","Accepted on 24 Mar","Fall 2025","American","3.98",NULL,NULL,NULL,"Masters"
4149,"University of Washington, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981882","Rejected on 22 Mar","Fall 2025","International","3.54",NULL,NULL,NULL,"PhD"
4150,"Virginia Commonwealth University, English","Notified via email by MA director. Email said that I was receive formal notification in the coming weeks","2025-03-24","https://www.thegradcafe.com/result/981881","Accepted on 24 Mar","Fall 2025","American","3.9",NULL,NULL,NULL,"Masters"
4151,"University of Illinois Chicago
(UIC), Creative Writing","Has anyone heard anything or had movement from the waitlist for UIC’s program for writers? I got waitlisted a while ago and I am starting to lose hope :,)","2025-03-24","https://www.thegradcafe.com/result/981880","Wait listed on 24 Feb","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4152,"University of Wisconsin - Madison, English","NA","2025-03-24","https://www.thegradcafe.com/result/981879","Rejected on 17 Jan","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4153,"Ohio State University, English","NA","2025-03-24","https://www.thegradcafe.com/result/981878","Rejected on 29 Jan","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4154,"University of Oxford, Law","NA","2025-03-24","https://www.thegradcafe.com/result/981877","Wait listed on 22 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4155,"Northwestern University, English","NA","2025-03-24","https://www.thegradcafe.com/result/981876","Rejected on 4 Feb","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4156,"University of Illinois Urbana-Champaign, English","NA","2025-03-24","https://www.thegradcafe.com/result/981875","Rejected on 5 Feb","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4157,"University of Michigan, English","NA","2025-03-24","https://www.thegradcafe.com/result/981874","Rejected on 19 Feb","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4158,"University of Colorado Boulder, Philosophy","1a/8w/13r/2p","2025-03-24","https://www.thegradcafe.com/result/981872","Wait listed on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4159,"Indiana University Bloomington, English","NA","2025-03-24","https://www.thegradcafe.com/result/981871","Rejected on 27 Feb","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4160,"Saint Louis University (SLU), Philosophy","NA","2025-03-24","https://www.thegradcafe.com/result/981870","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4161,"McMaster University, Economics","30k/year","2025-03-24","https://www.thegradcafe.com/result/981869","Accepted on 28 Jan","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4162,"University of North Carolina at Chapel Hill, Biostatistics","Had to email the program to ask for an update and was informed I am waitlisted.","2025-03-24","https://www.thegradcafe.com/result/981868","Wait listed on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4163,"Loyola University Chicago, English","NA","2025-03-24","https://www.thegradcafe.com/result/981867","Accepted on 18 Feb","Fall 2025","American","4",NULL,NULL,NULL,"Masters"
4164,"CUNY Hunter College, Mental Health Counseling","Got a notification to check the application portal","2025-03-24","https://www.thegradcafe.com/result/981866","Accepted on 24 Mar","Fall 2025","American","3.82",NULL,NULL,NULL,"Masters"
4165,"Boston College, English","NA","2025-03-24","https://www.thegradcafe.com/result/981865","Accepted on 12 Feb","Fall 2025","American","4",NULL,NULL,NULL,"Masters"
4166,"University of Western Ontario, Economics","29k/year","2025-03-24","https://www.thegradcafe.com/result/981864","Accepted on 17 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4167,"Louisiana State University, English","NA","2025-03-24","https://www.thegradcafe.com/result/981863","Rejected on 18 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
4168,"University of Massachusetts Amherst, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981862","Rejected on 17 Mar","Fall 2025","International","3.63","168","149","4","PhD"
4169,"Yeshiva University, Combined School and Clinical Psychology","NA","2025-03-24","https://www.thegradcafe.com/result/981861","Wait listed on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PsyD"
4170,"University of Akron, Electrical And Computer Engineering","No funding information","2025-03-24","https://www.thegradcafe.com/result/981860","Accepted on 11 Mar","Fall 2025","International","3.63","168","149","4","Masters"
4171,"Clemson University, Biomedical Data Science and Informatics","NA","2025-03-24","https://www.thegradcafe.com/result/981859","Interview on 28 Feb","Fall 2025","International","3.63","168","149","4","PhD"
4172,"Rice University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981858","Rejected on 12 Mar","Fall 2025","International","3.63","168","149","4","PhD"
4173,"University of Virginia, Data Science","NA","2025-03-24","https://www.thegradcafe.com/result/981857","Rejected on 1 Mar","Fall 2025","International","3.63","168","149","4","PhD"
4174,"University of Wisconsin - Milwaukee, Philosophy","NA","2025-03-24","https://www.thegradcafe.com/result/981856","Wait listed on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
4175,"nc sta, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981855","Rejected on 20 Mar","Fall 2025","International","3.73",NULL,NULL,NULL,"PhD"
4176,"ETH Zurich, Computer Science","from southern italy university. 28.8/30. 4 years of experience as software engineer. 1st of my class","2025-03-24","https://www.thegradcafe.com/result/981854","Rejected on 6 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4177,"University of Texas at Arlington, Computer Science","I had an interview with a professor earlier in January. Received an email mentioning ""Offer of Unconditional admission to the Computer Science BS-to-PhD program at the University of Texas at Arlington for the 2025 Fall semester"" on March 21. Received the funding letter as GTA 3 days later.","2025-03-24","https://www.thegradcafe.com/result/981853","Accepted on 21 Mar","Fall 2025","International","3.63","168","149","4","PhD"
4178,"Penn State University, Mechanical Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981852","Rejected on 24 Mar","Fall 2025","International","3.73",NULL,NULL,NULL,"PhD"
4179,"New York University, International Relations","9a/2r","2025-03-24","https://www.thegradcafe.com/result/981851","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4180,"the university of western ontario, School and Applied Child Psychology","NA","2025-03-24","https://www.thegradcafe.com/result/981850","Wait listed on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
4181,"University of Oxford, Materials Science","NA","2025-03-24","https://www.thegradcafe.com/result/981849","Accepted on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4182,"Duke University, Electrical And Computer Engineering","NA","2025-03-24","https://www.thegradcafe.com/result/981848","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4183,"Georgetown University, Computer Science","Masters GPA 4/4. NLP field. No interview. two publications.","2025-03-24","https://www.thegradcafe.com/result/981847","Rejected on 24 Mar","Fall 2025","International","3.2",NULL,NULL,NULL,"PhD"
4184,"Georgetown University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981846","Wait listed on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4185,"Georgetown University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981845","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4186,"Georgetown University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981844","Rejected on 24 Mar","Fall 2025","International","3.8",NULL,NULL,NULL,"PhD"
4187,"Georgetown University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981843","Rejected on 24 Mar","Fall 2025","International","3.42",NULL,NULL,NULL,"PhD"
4188,"Rochester University, Chemistry","NA","2025-03-24","https://www.thegradcafe.com/result/981842","Accepted on 24 Mar","Fall 2025","International","2.9",NULL,NULL,NULL,"PhD"
4189,"University of Pittsburgh, Education","NA","2025-03-24","https://www.thegradcafe.com/result/981841","Rejected on 24 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
4190,"Wayne State University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981840","Accepted on 25 Feb","Fall 2025","International","3.14",NULL,NULL,NULL,"Masters"
4191,"Rensselaer Polytechnic Institute, Computer Science","IELTS 7.0 nblt 6.5, 3 IEEE conf papers","2025-03-24","https://www.thegradcafe.com/result/981839","Rejected on 1 Mar","Fall 2025","International","3.14",NULL,NULL,NULL,"PhD"
4192,"Boston University, Computer Science","NA","2025-03-24","https://www.thegradcafe.com/result/981838","Rejected on 24 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
4193,"University of Alabama at Huntsville, Computer Science","IELTS 7.0(nblt 6.5), 3 first authored IEEE conference papers.","2025-03-24","https://www.thegradcafe.com/result/981837","Accepted on 18 Mar","Fall 2025","International","3.14",NULL,NULL,NULL,"PhD"
4194,"University of California, Bioprocess Engineering","I received my admission decision on the 21th of January, after that I had a successful Zoom call with the Director of the Program the 21th of February.","2025-03-24","https://www.thegradcafe.com/result/981836","Accepted on 22 Feb","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
